escenario_actual,problema_detectado,evidencia_numerica,cambio_recomendado,efecto_esperado,prioridad,decision,scenario_base,tp,family,benchmark_split
R5_MountainRescue__TP12_GroupToGroup,TP_NOT_DIFFERENTIATING,delivery=0; overhead=na; drops=0; encounters=3; std_base=0.011,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R5_MountainRescue,TP12,04_rural,control
R7_SparseTinyBuffer__TP01_Baseline,TP_NOT_DIFFERENTIATING,delivery=0.0041; overhead=30; drops=0.7531; encounters=14; std_base=0.0058,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R7_SparseTinyBuffer,TP01,04_rural,main
R7_SparseTinyBuffer__TP02_LowLoad,TP_NOT_DIFFERENTIATING,delivery=0.0103; overhead=38; drops=0; encounters=14; std_base=0.0058,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R7_SparseTinyBuffer,TP02,04_rural,main
R7_SparseTinyBuffer__TP03_ManySmall,TP_NOT_DIFFERENTIATING,delivery=0.0131; overhead=30.8276; drops=0.1849; encounters=14; std_base=0.0058,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R7_SparseTinyBuffer,TP03,04_rural,main
R7_SparseTinyBuffer__TP07_BurstWindow,TP_NOT_DIFFERENTIATING,delivery=0.0167; overhead=10.3333; drops=0.7056; encounters=14; std_base=0.0058,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R7_SparseTinyBuffer,TP07,04_rural,main
R7_SparseTinyBuffer__TP08_HubTarget,TP_NOT_DIFFERENTIATING,delivery=0.001; overhead=64; drops=0.899; encounters=14; std_base=0.0058,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R7_SparseTinyBuffer,TP08,04_rural,main
R7_SparseTinyBuffer__TP09_Bimodal,TP_NOT_DIFFERENTIATING,delivery=0.0052; overhead=30; drops=0.7734; encounters=14; std_base=0.0058,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R7_SparseTinyBuffer,TP09,04_rural,stress
R7_SparseTinyBuffer__TP12_GroupToGroup,TP_NOT_DIFFERENTIATING,delivery=0.0061; overhead=14; drops=0.8487; encounters=14; std_base=0.0058,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R7_SparseTinyBuffer,TP12,04_rural,control
R8_IntermittentPower__TP01_Baseline,TP_NOT_DIFFERENTIATING,delivery=0.0166; overhead=24.25; drops=0; encounters=14; std_base=0.009,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R8_IntermittentPower,TP01,04_rural,main
R8_IntermittentPower__TP03_ManySmall,TP_NOT_DIFFERENTIATING,delivery=0.014; overhead=22.0968; drops=0; encounters=14; std_base=0.009,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R8_IntermittentPower,TP03,04_rural,main
R8_IntermittentPower__TP04_FewLarge,TP_NOT_DIFFERENTIATING,delivery=0.0056; overhead=51; drops=0.0168; encounters=14; std_base=0.009,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R8_IntermittentPower,TP04,04_rural,stress
R8_IntermittentPower__TP06_OneToMany,TP_NOT_DIFFERENTIATING,delivery=0.0258; overhead=4.08; drops=0.234; encounters=14; std_base=0.009,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R8_IntermittentPower,TP06,04_rural,stress
R8_IntermittentPower__TP07_BurstWindow,TP_NOT_DIFFERENTIATING,delivery=0.0222; overhead=25.25; drops=0; encounters=14; std_base=0.009,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R8_IntermittentPower,TP07,04_rural,main
R8_IntermittentPower__TP08_HubTarget,TP_NOT_DIFFERENTIATING,delivery=0.0165; overhead=23.3125; drops=0; encounters=14; std_base=0.009,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R8_IntermittentPower,TP08,04_rural,main
R8_IntermittentPower__TP09_Bimodal,TP_NOT_DIFFERENTIATING,delivery=0.0191; overhead=17.6364; drops=0; encounters=14; std_base=0.009,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R8_IntermittentPower,TP09,04_rural,stress
R8_IntermittentPower__TP10_Storm,TP_NOT_DIFFERENTIATING,delivery=0.0011; overhead=52.4286; drops=0.9769; encounters=14; std_base=0.009,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R8_IntermittentPower,TP10,04_rural,stress
R8_IntermittentPower__TP11_ManyToOne,TP_NOT_DIFFERENTIATING,delivery=0.0186; overhead=18.8333; drops=0; encounters=14; std_base=0.009,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R8_IntermittentPower,TP11,04_rural,stress
R8_IntermittentPower__TP12_GroupToGroup,TP_NOT_DIFFERENTIATING,delivery=0.0102; overhead=41.4; drops=0; encounters=14; std_base=0.009,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,R8_IntermittentPower,TP12,04_rural,control
D3_Aftershock_ErraticMobility__TP01_Baseline,TP_NOT_DIFFERENTIATING,delivery=0.0225; overhead=58.9091; drops=0; encounters=46; std_base=0.0131,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D3_Aftershock_ErraticMobility,TP01,05_disaster,main
D3_Aftershock_ErraticMobility__TP02_LowLoad,TP_NOT_DIFFERENTIATING,delivery=0.0309; overhead=42; drops=0; encounters=46; std_base=0.0131,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D3_Aftershock_ErraticMobility,TP02,05_disaster,main
D3_Aftershock_ErraticMobility__TP03_ManySmall,TP_NOT_DIFFERENTIATING,delivery=0.0221; overhead=34.9184; drops=0; encounters=46; std_base=0.0131,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D3_Aftershock_ErraticMobility,TP03,05_disaster,main
D3_Aftershock_ErraticMobility__TP04_FewLarge,TP_NOT_DIFFERENTIATING,delivery=0.0221; overhead=28; drops=0; encounters=46; std_base=0.0131,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D3_Aftershock_ErraticMobility,TP04,05_disaster,stress
D3_Aftershock_ErraticMobility__TP06_OneToMany,TP_NOT_DIFFERENTIATING,delivery=0.033; overhead=0.9063; drops=0.0794; encounters=46; std_base=0.0131,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D3_Aftershock_ErraticMobility,TP06,05_disaster,stress
D3_Aftershock_ErraticMobility__TP07_BurstWindow,TP_NOT_DIFFERENTIATING,delivery=0.0329; overhead=60.6667; drops=0; encounters=46; std_base=0.0131,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D3_Aftershock_ErraticMobility,TP07,05_disaster,main
D3_Aftershock_ErraticMobility__TP08_HubTarget,TP_NOT_DIFFERENTIATING,delivery=0.0371; overhead=31.8611; drops=0; encounters=46; std_base=0.0131,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D3_Aftershock_ErraticMobility,TP08,05_disaster,main
D3_Aftershock_ErraticMobility__TP09_Bimodal,TP_NOT_DIFFERENTIATING,delivery=0.0153; overhead=50.8889; drops=0; encounters=46; std_base=0.0131,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D3_Aftershock_ErraticMobility,TP09,05_disaster,stress
D3_Aftershock_ErraticMobility__TP10_Storm,TP_NOT_DIFFERENTIATING,delivery=0.0016; overhead=70.4; drops=1.027; encounters=46; std_base=0.0131,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D3_Aftershock_ErraticMobility,TP10,05_disaster,stress
D3_Aftershock_ErraticMobility__TP11_ManyToOne,TP_NOT_DIFFERENTIATING,delivery=0.0423; overhead=27.9512; drops=0; encounters=46; std_base=0.0131,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D3_Aftershock_ErraticMobility,TP11,05_disaster,stress
D3_Aftershock_ErraticMobility__TP12_GroupToGroup,TP_NOT_DIFFERENTIATING,delivery=0.0245; overhead=56.5; drops=0; encounters=46; std_base=0.0131,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D3_Aftershock_ErraticMobility,TP12,05_disaster,control
D5_UAVMule_FastRoute_HelsinkiMedium__TP01_Baseline,TP_NOT_DIFFERENTIATING,delivery=0.0125; overhead=17; drops=0; encounters=424; std_base=0.011,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D5_UAVMule_FastRoute_HelsinkiMedium,TP01,05_disaster,main
D5_UAVMule_FastRoute_HelsinkiMedium__TP03_ManySmall,TP_NOT_DIFFERENTIATING,delivery=0.005; overhead=37.7273; drops=0; encounters=416; std_base=0.011,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D5_UAVMule_FastRoute_HelsinkiMedium,TP03,05_disaster,main
D5_UAVMule_FastRoute_HelsinkiMedium__TP05_CriticalTTL,TP_NOT_DIFFERENTIATING,delivery=0.0042; overhead=20.5; drops=1.0793; encounters=424; std_base=0.011,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D5_UAVMule_FastRoute_HelsinkiMedium,TP05,05_disaster,stress
D5_UAVMule_FastRoute_HelsinkiMedium__TP07_BurstWindow,TP_NOT_DIFFERENTIATING,delivery=0.0028; overhead=65; drops=0; encounters=401; std_base=0.011,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D5_UAVMule_FastRoute_HelsinkiMedium,TP07,05_disaster,main
D5_UAVMule_FastRoute_HelsinkiMedium__TP09_Bimodal,TP_NOT_DIFFERENTIATING,delivery=0.0087; overhead=23.2; drops=0; encounters=419; std_base=0.011,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D5_UAVMule_FastRoute_HelsinkiMedium,TP09,05_disaster,stress
D5_UAVMule_FastRoute_HelsinkiMedium__TP10_Storm,TP_NOT_DIFFERENTIATING,delivery=0.005; overhead=43.3226; drops=1.1217; encounters=426; std_base=0.011,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D5_UAVMule_FastRoute_HelsinkiMedium,TP10,05_disaster,stress
D5_UAVMule_FastRoute_HelsinkiMedium__TP12_GroupToGroup,TP_NOT_DIFFERENTIATING,delivery=0.0389; overhead=2.8947; drops=0; encounters=396; std_base=0.011,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D5_UAVMule_FastRoute_HelsinkiMedium,TP12,05_disaster,control
D6_ShortTtlCritical_5to10min__TP03_ManySmall,TP_NOT_DIFFERENTIATING,delivery=0.0109; overhead=54.625; drops=0; encounters=24; std_base=0.0058,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D6_ShortTtlCritical_5to10min,TP03,05_disaster,main
D6_ShortTtlCritical_5to10min__TP10_Storm,TP_NOT_DIFFERENTIATING,delivery=0.0024; overhead=76.2; drops=0.9077; encounters=24; std_base=0.0058,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D6_ShortTtlCritical_5to10min,TP10,05_disaster,stress
D6_ShortTtlCritical_5to10min__TP12_GroupToGroup,TP_NOT_DIFFERENTIATING,delivery=0.0189; overhead=30.3333; drops=0; encounters=24; std_base=0.0058,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D6_ShortTtlCritical_5to10min,TP12,05_disaster,control
D7_HighLoad_TrafficStorm__TP03_ManySmall,TP_NOT_DIFFERENTIATING,delivery=0.0108; overhead=55.5; drops=0; encounters=37; std_base=0.0064,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D7_HighLoad_TrafficStorm,TP03,05_disaster,main
D7_HighLoad_TrafficStorm__TP08_HubTarget,TP_NOT_DIFFERENTIATING,delivery=0.0123; overhead=55.25; drops=0; encounters=37; std_base=0.0064,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D7_HighLoad_TrafficStorm,TP08,05_disaster,main
D7_HighLoad_TrafficStorm__TP09_Bimodal,TP_NOT_DIFFERENTIATING,delivery=0.0104; overhead=66.5; drops=0; encounters=37; std_base=0.0064,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D7_HighLoad_TrafficStorm,TP09,05_disaster,stress
D7_HighLoad_TrafficStorm__TP10_Storm,TP_NOT_DIFFERENTIATING,delivery=0.0029; overhead=69.8333; drops=0.9232; encounters=37; std_base=0.0064,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D7_HighLoad_TrafficStorm,TP10,05_disaster,stress
D7_HighLoad_TrafficStorm__TP12_GroupToGroup,TP_NOT_DIFFERENTIATING,delivery=0.0189; overhead=40; drops=0; encounters=37; std_base=0.0064,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D7_HighLoad_TrafficStorm,TP12,05_disaster,control
D9_Critical_1minTTL__TP01_Baseline,TP_NOT_DIFFERENTIATING,delivery=0.0287; overhead=44.3571; drops=0; encounters=36; std_base=0.0156,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D9_Critical_1minTTL,TP01,05_disaster,main
D9_Critical_1minTTL__TP02_LowLoad,TP_NOT_DIFFERENTIATING,delivery=0.0211; overhead=53; drops=0; encounters=36; std_base=0.0156,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D9_Critical_1minTTL,TP02,05_disaster,main
D9_Critical_1minTTL__TP03_ManySmall,TP_NOT_DIFFERENTIATING,delivery=0.0282; overhead=44.7619; drops=0; encounters=36; std_base=0.0156,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D9_Critical_1minTTL,TP03,05_disaster,main
D9_Critical_1minTTL__TP05_CriticalTTL,TP_NOT_DIFFERENTIATING,delivery=0.0021; overhead=6; drops=1.0062; encounters=36; std_base=0.0156,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D9_Critical_1minTTL,TP05,05_disaster,stress
D9_Critical_1minTTL__TP06_OneToMany,TP_NOT_DIFFERENTIATING,delivery=0.0371; overhead=31.9722; drops=0; encounters=36; std_base=0.0156,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D9_Critical_1minTTL,TP06,05_disaster,stress
D9_Critical_1minTTL__TP07_BurstWindow,TP_NOT_DIFFERENTIATING,delivery=0.0568; overhead=48.4762; drops=0; encounters=36; std_base=0.0156,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D9_Critical_1minTTL,TP07,05_disaster,main
D9_Critical_1minTTL__TP09_Bimodal,TP_NOT_DIFFERENTIATING,delivery=0.0293; overhead=43.5294; drops=0; encounters=36; std_base=0.0156,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D9_Critical_1minTTL,TP09,05_disaster,stress
D9_Critical_1minTTL__TP10_Storm,TP_NOT_DIFFERENTIATING,delivery=0.0032; overhead=40.4; drops=1.0456; encounters=36; std_base=0.0156,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D9_Critical_1minTTL,TP10,05_disaster,stress
D9_Critical_1minTTL__TP12_GroupToGroup,TP_NOT_DIFFERENTIATING,delivery=0.0286; overhead=48.5714; drops=0; encounters=36; std_base=0.0156,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,modificar,D9_Critical_1minTTL,TP12,05_disaster,control
T10_HighRateLowSpeed_Congestion__TP01_Baseline,TP_NOT_DIFFERENTIATING,delivery=0.0228; overhead=48.7273; drops=0; encounters=39; std_base=0.013,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T10_HighRateLowSpeed_Congestion,TP01,07_traffic,stress
T10_HighRateLowSpeed_Congestion__TP03_ManySmall,TP_NOT_DIFFERENTIATING,delivery=0.0277; overhead=31.3065; drops=0; encounters=39; std_base=0.013,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T10_HighRateLowSpeed_Congestion,TP03,07_traffic,stress
T10_HighRateLowSpeed_Congestion__TP04_FewLarge,TP_NOT_DIFFERENTIATING,delivery=0.011; overhead=21.5; drops=0.0552; encounters=39; std_base=0.013,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T10_HighRateLowSpeed_Congestion,TP04,07_traffic,stress
T10_HighRateLowSpeed_Congestion__TP06_OneToMany,TP_NOT_DIFFERENTIATING,delivery=0.034; overhead=14.4242; drops=0.6381; encounters=39; std_base=0.013,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T10_HighRateLowSpeed_Congestion,TP06,07_traffic,stress
T10_HighRateLowSpeed_Congestion__TP07_BurstWindow,TP_NOT_DIFFERENTIATING,delivery=0.044; overhead=42.3125; drops=0; encounters=39; std_base=0.013,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T10_HighRateLowSpeed_Congestion,TP07,07_traffic,stress
T10_HighRateLowSpeed_Congestion__TP08_HubTarget,TP_NOT_DIFFERENTIATING,delivery=0.0186; overhead=48.3889; drops=0; encounters=39; std_base=0.013,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T10_HighRateLowSpeed_Congestion,TP08,07_traffic,stress
T10_HighRateLowSpeed_Congestion__TP09_Bimodal,TP_NOT_DIFFERENTIATING,delivery=0.0242; overhead=20.2143; drops=0.0138; encounters=39; std_base=0.013,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T10_HighRateLowSpeed_Congestion,TP09,07_traffic,stress
T10_HighRateLowSpeed_Congestion__TP10_Storm,TP_NOT_DIFFERENTIATING,delivery=0.0034; overhead=25.5714; drops=1.005; encounters=39; std_base=0.013,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T10_HighRateLowSpeed_Congestion,TP10,07_traffic,stress
T10_HighRateLowSpeed_Congestion__TP11_ManyToOne,TP_NOT_DIFFERENTIATING,delivery=0.033; overhead=29.1875; drops=0; encounters=39; std_base=0.013,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T10_HighRateLowSpeed_Congestion,TP11,07_traffic,stress
T10_HighRateLowSpeed_Congestion__TP12_GroupToGroup,TP_NOT_DIFFERENTIATING,delivery=0.0204; overhead=58.2; drops=0; encounters=39; std_base=0.013,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T10_HighRateLowSpeed_Congestion,TP12,07_traffic,stress
T13_Buffer_256k__TP01_Baseline,TP_NOT_DIFFERENTIATING,delivery=0.0021; overhead=20; drops=0.9049; encounters=9; std_base=0.0055,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T13_Buffer_256k,TP01,07_traffic,stress
T13_Buffer_256k__TP02_LowLoad,TP_NOT_DIFFERENTIATING,delivery=0.0104; overhead=21; drops=0.2083; encounters=9; std_base=0.0055,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T13_Buffer_256k,TP02,07_traffic,stress
T13_Buffer_256k__TP03_ManySmall,TP_NOT_DIFFERENTIATING,delivery=0.011; overhead=11.7917; drops=0.4865; encounters=9; std_base=0.0055,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T13_Buffer_256k,TP03,07_traffic,stress
T13_Buffer_256k__TP06_OneToMany,TP_NOT_DIFFERENTIATING,delivery=0.001; overhead=18; drops=0.9959; encounters=9; std_base=0.0055,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T13_Buffer_256k,TP06,07_traffic,stress
T13_Buffer_256k__TP07_BurstWindow,TP_NOT_DIFFERENTIATING,delivery=0.0056; overhead=7; drops=0.8635; encounters=9; std_base=0.0055,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T13_Buffer_256k,TP07,07_traffic,stress
T13_Buffer_256k__TP08_HubTarget,TP_NOT_DIFFERENTIATING,delivery=0.0031; overhead=7; drops=0.9526; encounters=9; std_base=0.0055,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T13_Buffer_256k,TP08,07_traffic,stress
T13_Buffer_256k__TP09_Bimodal,TP_NOT_DIFFERENTIATING,delivery=0.0018; overhead=36; drops=0.8561; encounters=9; std_base=0.0055,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T13_Buffer_256k,TP09,07_traffic,stress
T13_Buffer_256k__TP11_ManyToOne,TP_NOT_DIFFERENTIATING,delivery=0.0165; overhead=2.0625; drops=0.9103; encounters=9; std_base=0.0055,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T13_Buffer_256k,TP11,07_traffic,stress
T13_Buffer_256k__TP12_GroupToGroup,TP_NOT_DIFFERENTIATING,delivery=0; overhead=na; drops=0.9611; encounters=9; std_base=0.0055,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T13_Buffer_256k,TP12,07_traffic,stress
T3_MixedBimodal_SmallAndLarge__TP01_Baseline,TP_NOT_DIFFERENTIATING,delivery=0.037; overhead=43.1111; drops=0; encounters=41; std_base=0.0195,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T3_MixedBimodal_SmallAndLarge,TP01,07_traffic,stress
T3_MixedBimodal_SmallAndLarge__TP02_LowLoad,TP_NOT_DIFFERENTIATING,delivery=0.0309; overhead=38; drops=0; encounters=41; std_base=0.0195,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T3_MixedBimodal_SmallAndLarge,TP02,07_traffic,stress
T3_MixedBimodal_SmallAndLarge__TP03_ManySmall,TP_NOT_DIFFERENTIATING,delivery=0.0316; overhead=38.7571; drops=0; encounters=41; std_base=0.0195,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T3_MixedBimodal_SmallAndLarge,TP03,07_traffic,stress
T3_MixedBimodal_SmallAndLarge__TP04_FewLarge,TP_NOT_DIFFERENTIATING,delivery=0.0281; overhead=38.6; drops=0.0056; encounters=41; std_base=0.0195,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T3_MixedBimodal_SmallAndLarge,TP04,07_traffic,stress
T3_MixedBimodal_SmallAndLarge__TP06_OneToMany,TP_NOT_DIFFERENTIATING,delivery=0.0691; overhead=16.806; drops=0.0794; encounters=41; std_base=0.0195,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T3_MixedBimodal_SmallAndLarge,TP06,07_traffic,stress
T3_MixedBimodal_SmallAndLarge__TP07_BurstWindow,TP_NOT_DIFFERENTIATING,delivery=0.0606; overhead=39.3182; drops=0; encounters=41; std_base=0.0195,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T3_MixedBimodal_SmallAndLarge,TP07,07_traffic,stress
T3_MixedBimodal_SmallAndLarge__TP08_HubTarget,TP_NOT_DIFFERENTIATING,delivery=0.0361; overhead=43.4; drops=0; encounters=41; std_base=0.0195,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T3_MixedBimodal_SmallAndLarge,TP08,07_traffic,stress
T3_MixedBimodal_SmallAndLarge__TP09_Bimodal,TP_NOT_DIFFERENTIATING,delivery=0.0343; overhead=39.65; drops=0; encounters=41; std_base=0.0195,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T3_MixedBimodal_SmallAndLarge,TP09,07_traffic,stress
T3_MixedBimodal_SmallAndLarge__TP10_Storm,TP_NOT_DIFFERENTIATING,delivery=0.0037; overhead=42.5217; drops=1.0676; encounters=41; std_base=0.0195,Recalibrar overlays TP (intervalos/TTL); amplificar contraste TP02 vs TP03,delivery_std_by_base >= 0.05,P1,stress,T3_MixedBimodal_SmallAndLarge,TP10,07_traffic,stress
